Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2012-05-20,58.951050636091,60.000825220571,56.101912285766,58.298803129133,23190.875236864
2012-05-27,58.099456706094,61.900911389636,57.748560370804,59.899986240496,41816.724215072
2012-06-03,60.45034557568,60.898933315944,58.294489785476,58.298803129133,722.457172488
2012-06-10,58.298803129133,59.200175376461,56.450710237655,56.450710237655,1487.3587038597
2012-06-17,56.999903804283,60.998489950607,56.398600383212,60.949760824976,5208.0131421729
2012-06-24,61.599676794823,62.849846994041,57.199250227321,57.700880436873,3692.6592228793
2012-07-01,58.400691300908,63.994981446383,57.700880436873,63.802279904113,4500.0051131346
2012-07-08,64.200856173334,66.5063966461,64.200856173334,66.002551476292,15202.305052079
2012-07-15,66.000336516036,67.000332783183,64.900667037369,66.996835477516,33773.066670883
2012-07-22,67.000332783183,68.500676914472,66.751091465958,68.254932902914,6647.5090583552
2012-07-29,66.870123612344,66.870123612344,62.999572929589,64.449007948109,37273.812539516
2012-08-05,64.949881304866,65.100439417107,62.298600780694,62.298600780694,49225.430076429
2012-08-12,62.249857307139,63.900643870622,61.50025557131,61.999990061863,21568.190917415
2012-08-19,63.500332399726,68.501435563729,62.50086341862,67.999423340767,4329.907691461
2012-08-26,67.999423340767,68.099074133665,66.200470284073,66.998815493457,16134.545014254
2012-09-02,65.899695719454,66.899392473801,65.599035041455,66.500219869109,5103.6337242862
2012-09-09,71.099872696011,72.499653148013,67.999423340767,70.000752922008,112868.78719464
2012-09-16,70.000752922008,70.99931081015,66.099908398212,69.100706960559,29347.049419473
2012-09-23,70.499462432977,70.600138205458,67.999423340767,70.600138205458,101111.29446883
2012-09-30,70.499462432977,71.849588318461,68.051469526315,71.600746052769,23921.723151074
2012-10-07,70.99931081015,77.200095634018,70.99931081015,76.300960765532,22264.267025799
2012-10-14,77.550524765155,79.999656538022,76.199373900087,77.499617445812,44113.476717381
2012-10-21,77.499617445812,79.900119631745,74.098507412569,74.098507412569,19279.366954123
2012-10-28,74.900269220566,74.900269220566,68.997981228909,71.500184166908,15138.962054453
2012-11-04,71.600746052769,71.950150204322,68.501435563729,68.599833603802,16385.982864825
2012-11-11,68.798907416355,70.99931081015,68.798907416355,68.997981228909,9324.4617599841
2012-11-18,68.599833603802,71.200434581872,68.051469526315,68.997981228909,10418.955933061
2012-11-25,68.997981228909,69.498854585667,66.998815493457,67.299590058076,3130.0314780715
2012-12-02,67.299590058076,70.000752922008,66.000371491935,69.749860697148,6370.9914196306
2012-12-09,70.99931081015,75.000831106427,70.600138205458,72.499653148013,6701.9280023682
2012-12-16,72.499653148013,74.49995774967,70.600138205458,74.49995774967,17575.690635728
2012-12-23,74.000223259117,74.299745070912,71.050104242873,74.299745070912,7101.2704709231
2012-12-30,74.000223259117,74.000223259117,71.099872696011,73.49934990236,3064.3988038415
2013-01-06,72.499653148013,74.000223259117,72.299554355875,73.101088390632,3557.1060624983
2013-01-13,73.101088390632,75.000831106427,72.401255107941,74.299745070912,4190.3227082393
2013-01-20,74.299745070912,77.999465822985,74.299745070912,76.700247256844,114896.00486488
2013-01-27,79.000187556916,89.950955546685,78.500339179743,88.299144003618,74562.41554083
2013-02-03,89.000002265893,89.200214944651,83.050337440127,86.449283627581,9336.4790101953
2013-02-10,88.200632076925,90.500458490377,86.499963173683,87.49965992803,50166.473208347
2013-02-17,87.49965992803,89.000002265893,85.148926195236,89.000002265893,5637.9391567508
2013-02-24,88.299144003618,91.299942565965,86.099879476028,87.099348457134,62748.534179414
2013-03-03,87.0507188702,91.999889735276,86.550870493026,91.999889735276,16004.204069655
2013-03-10,92.800398790448,93.000497582586,88.50026777534,89.601551395132,12116.161424419
2013-03-17,89.601551395132,89.700063321825,83.600979250023,88.50026777534,51663.083061566
2013-03-24,84.55067977799,88.800017360376,77.899928916708,81.001403251536,9309.6712981864
2013-03-31,80.249637669918,85.601056078439,78.548968766677,83.000568986989,34701.196590469
2013-04-07,83.000568986989,84.502050191056,80.499391028574,83.251461211849,2653.9634889378
2013-04-14,83.500303477541,84.000037968094,80.64881027461,83.050337440127,11418.236508311
2013-04-21,81.199338197886,84.349556006268,80.110012673242,81.001403251536,82577.921431663
2013-04-28,82.891237831353,82.891237831353,81.001403251536,81.500112762505,6991.266411298
2013-05-05,81.500112762505,83.699263403475,81.001403251536,83.000568986989,721.95941653098
2013-05-12,83.000568986989,89.899023247758,81.911243462345,86.410334403386,14347.672348242
2013-05-19,87.000836530441,92.500763092033,81.999847253058,88.269875142161,25249.167097474
2013-05-26,87.299447249272,88.391050506325,82.099384159335,83.10113087285,16621.705849736
2013-06-02,83.148735480199,84.99962083582,82.149152612473,83.200667779127,2654.8878928002
2013-06-09,83.199528912922,85.499355326373,81.110620520552,84.99962083582,9879.1040774215
2013-06-16,84.99962083582,86.599613966581,84.699985137406,86.599613966581,6113.0827420222
2013-06-23,87.000836530441,87.549428381168,81.800887327125,81.999847253058,4901.1892784215
2013-06-30,81.999847253058,82.799217442026,79.04881714385,80.898563633266,27780.184872713
2013-07-07,81.82992841534,85.499355326373,81.400575856228,84.400349438991,5519.6154623642
2013-07-14,83.251461211849,87.100487323338,81.259925879967,86.999925437477,9967.8468482123
2013-07-21,87.49965992803,87.899971398926,84.749753590544,85.19755578217,6456.9609788334
